Frame,Chamber_1,Chamber_2,Chamber_3
0,1.0,1.0,1.0
1,2.116892568079583,2.938970546961481,2.217797739876281
2,3.233785136159166,4.877941093922962,3.4355954797525627
3,4.350677704238748,6.816911640884442,4.653393219628844
4,5.467570272318332,8.755882187845923,5.8711909595051255
5,6.584462840397915,10.694852734807403,7.088988699381407
6,7.7013554084774976,12.633823281768883,8.306786439257689
7,8.81824797655708,14.572793828730365,9.524584179133969
8,9.935140544636663,16.511764375691847,10.742381919010251
9,11.052033112716247,18.450734922653325,11.960179658886533
10,12.16892568079583,20.389705469614807,13.177977398762813
11,13.285818248875412,22.32867601657629,14.395775138639095
12,14.402710816954995,24.267646563537767,15.613572878515377
13,15.519603385034578,26.20661711049925,16.83137061839166
14,16.63649595311416,28.14558765746073,18.049168358267938
15,17.753388521193745,30.08455820442221,19.26696609814422
16,18.870281089273327,32.023528751383694,20.484763838020502
17,19.98717365735291,33.96249929834517,21.702561577896784
18,21.104066225432494,35.90146984530665,22.920359317773066
19,22.220958793512075,37.840440392268135,24.138157057649344
20,23.33785136159166,39.779410939229614,25.355954797525627
21,24.454743929671242,41.71838148619109,26.57375253740191
22,25.571636497750823,43.65735203315258,27.79155027727819
23,26.68852906583041,45.596322580114055,29.009348017154473
24,27.80542163390999,47.53529312707553,30.227145757030755
25,28.922314201989572,49.47426367403702,31.444943496907033
26,30.039206770069157,51.4132342209985,32.66274123678332
27,31.15609933814874,53.352204767959975,33.880538976659594
28,32.27299190622832,55.29117531492146,35.098336716535876
29,33.389884474307905,57.23014586188294,36.31613445641216
30,33.389884474307905,57.23014586188294,36.31613445641216
31,32.27299190622832,55.29117531492146,35.098336716535876
32,31.15609933814874,53.352204767959975,33.880538976659594
33,30.039206770069157,51.4132342209985,32.66274123678331
34,28.922314201989572,49.47426367403702,31.444943496907033
35,27.80542163390999,47.53529312707553,30.22714575703075
36,26.68852906583041,45.596322580114055,29.00934801715447
37,25.571636497750823,43.65735203315258,27.79155027727819
38,24.454743929671242,41.71838148619109,26.57375253740191
39,23.33785136159166,39.779410939229614,25.355954797525627
40,22.220958793512075,37.840440392268135,24.138157057649344
41,21.104066225432494,35.90146984530665,22.920359317773062
42,19.987173657352912,33.96249929834517,21.70256157789678
43,18.870281089273327,32.023528751383694,20.4847638380205
44,17.753388521193745,30.08455820442221,19.26696609814422
45,16.63649595311416,28.14558765746073,18.049168358267938
46,15.519603385034578,26.20661711049925,16.831370618391656
47,14.402710816954997,24.267646563537767,15.613572878515374
48,13.285818248875412,22.32867601657629,14.395775138639092
49,12.16892568079583,20.389705469614803,13.177977398762813
50,11.052033112716245,18.450734922653325,11.960179658886531
51,9.935140544636663,16.511764375691847,10.74238191901025
52,8.818247976557082,14.572793828730362,9.524584179133967
53,7.701355408477497,12.633823281768883,8.306786439257685
54,6.584462840397915,10.694852734807405,7.088988699381403
55,5.4675702723183335,8.75588218784592,5.871190959505125
56,4.350677704238748,6.816911640884442,4.653393219628843
57,3.2337851361591667,4.8779410939229635,3.435595479752564
58,2.116892568079585,2.938970546961478,2.217797739876282
59,1.0,1.0,1.0
