Frame,Chamber_1,Chamber_2,Chamber_3
0,1.0,1.0,1.0
1,3.4769616351187107,1.6589186225399741,1.6118561777655018
2,5.953923270237421,2.3178372450799483,2.2237123555310037
3,8.430884905356132,2.976755867619923,2.8355685332965055
4,10.907846540474843,3.635674490159897,3.4474247110620073
5,13.384808175593554,4.2945931126998715,4.059280888827509
6,15.861769810712264,4.953511735239846,4.671137066593011
7,18.338731445830973,5.61243035777982,5.282993244358513
8,20.815693080949686,6.271348980319794,5.894849422124015
9,23.292654716068398,6.930267602859768,6.506705599889516
10,25.769616351187107,7.589186225399742,7.118561777655018
11,28.246577986305816,8.248104847939716,7.730417955420521
12,30.72353962142453,8.907023470479691,8.342274133186022
13,33.20050125654324,9.565942093019665,8.954130310951523
14,35.677462891661946,10.22486071555964,9.565986488717027
15,38.15442452678066,10.883779338099613,10.177842666482528
16,40.63138616189937,11.542697960639588,10.78969884424803
17,43.108347797018084,12.201616583179563,11.40155502201353
18,45.585309432136796,12.860535205719536,12.013411199779032
19,48.0622710672555,13.519453828259511,12.625267377544535
20,50.539232702374214,14.178372450799484,13.237123555310037
21,53.01619433749293,14.83729107333946,13.848979733075538
22,55.49315597261163,15.496209695879433,14.460835910841041
23,57.970117607730344,16.155128318419408,15.072692088606543
24,60.44707924284906,16.814046940959383,15.684548266372044
25,62.92404087796777,17.472965563499358,16.296404444137544
26,65.40100251308648,18.13188418603933,16.908260621903047
27,67.8779641482052,18.790802808579304,17.52011679966855
28,70.35492578332389,19.44972143111928,18.131972977434053
29,72.8318874184426,20.108640053659254,18.743829155199553
30,72.8318874184426,20.108640053659254,18.743829155199553
31,70.35492578332389,19.44972143111928,18.13197297743405
32,67.87796414820518,18.790802808579304,17.52011679966855
33,65.40100251308647,18.131884186039333,16.908260621903047
34,62.92404087796776,17.472965563499358,16.296404444137544
35,60.44707924284905,16.814046940959383,15.684548266372044
36,57.970117607730344,16.155128318419408,15.07269208860654
37,55.49315597261163,15.496209695879434,14.46083591084104
38,53.01619433749292,14.837291073339461,13.848979733075538
39,50.53923270237421,14.178372450799486,13.237123555310037
40,48.062271067255494,13.519453828259511,12.625267377544535
41,45.58530943213679,12.860535205719538,12.013411199779032
42,43.10834779701808,12.201616583179563,11.40155502201353
43,40.631386161899364,11.54269796063959,10.78969884424803
44,38.15442452678066,10.883779338099615,10.177842666482526
45,35.677462891661946,10.224860715559641,9.565986488717025
46,33.200501256543234,9.565942093019666,8.954130310951523
47,30.72353962142452,8.907023470479691,8.342274133186022
48,28.24657798630581,8.248104847939718,7.730417955420521
49,25.769616351187103,7.589186225399743,7.118561777655017
50,23.29265471606839,6.93026760285977,6.506705599889516
51,20.81569308094968,6.271348980319795,5.894849422124015
52,18.338731445830973,5.612430357779822,5.2829932443585115
53,15.86176981071226,4.953511735239847,4.67113706659301
54,13.384808175593548,4.2945931126998715,4.059280888827509
55,10.907846540474836,3.6356744901598965,3.4474247110620073
56,8.430884905356123,2.976755867619925,2.835568533296506
57,5.953923270237411,2.31783724507995,2.2237123555310028
58,3.4769616351187125,1.658918622539975,1.6118561777654996
59,1.0,1.0,1.0
