Frame,Chamber_1,Chamber_2,Chamber_3
0,1.0,1.0,1.0
1,4.340743364418353,2.43813334683915,2.6317218665672217
2,7.681486728836706,3.8762666936783,4.2634437331344435
3,11.02223009325506,5.31440004051745,5.895165599701665
4,14.362973457673412,6.7525333873566,7.526887466268887
5,17.703716822091764,8.19066673419575,9.15860933283611
6,21.04446018651012,9.6288000810349,10.79033119940333
7,24.385203550928473,11.06693342787405,12.422053065970552
8,27.725946915346825,12.5050667747132,14.053774932537774
9,31.066690279765176,13.94320012155235,15.685496799104996
10,34.40743364418353,15.3813334683915,17.31721866567222
11,37.748177008601886,16.819466815230648,18.94894053223944
12,41.08892037302024,18.2576001620698,20.58066239880666
13,44.42966373743859,19.69573350890895,22.21238426537388
14,47.77040710185695,21.1338668557481,23.844106131941103
15,51.1111504662753,22.572000202587247,25.475827998508326
16,54.45189383069365,24.0101335494264,27.107549865075548
17,57.792637195112,25.44826689626555,28.73927173164277
18,61.13338055953035,26.8864002431047,30.370993598209992
19,64.47412392394871,28.324533589943847,32.00271546477721
20,67.81486728836705,29.762666936783,33.63443733134444
21,71.15561065278541,31.20080028362215,35.266159197911655
22,74.49635401720377,32.638933630461295,36.89788106447888
23,77.83709738162212,34.07706697730045,38.5296029310461
24,81.17784074604047,35.5152003241396,40.16132479761332
25,84.51858411045883,36.95333367097875,41.793046664180544
26,87.85932747487718,38.3914670178179,43.42476853074776
27,91.20007083929553,39.82960036465705,45.05649039731499
28,94.5408142037139,41.2677337114962,46.68821226388221
29,97.88155756813224,42.70586705833535,48.31993413044943
30,97.88155756813224,42.70586705833535,48.31993413044943
31,94.54081420371388,41.2677337114962,46.688212263882214
32,91.20007083929553,39.829600364657054,45.05649039731499
33,87.85932747487718,38.3914670178179,43.42476853074777
34,84.51858411045882,36.95333367097875,41.793046664180544
35,81.17784074604047,35.5152003241396,40.161324797613325
36,77.83709738162212,34.07706697730045,38.5296029310461
37,74.49635401720377,32.6389336304613,36.89788106447888
38,71.15561065278541,31.20080028362215,35.26615919791166
39,67.81486728836705,29.762666936783,33.63443733134444
40,64.47412392394871,28.32453358994385,32.00271546477721
41,61.13338055953035,26.886400243104703,30.370993598209992
42,57.792637195112,25.44826689626555,28.739271731642773
43,54.45189383069365,24.0101335494264,27.10754986507555
44,51.11115046627529,22.57200020258725,25.47582799850833
45,47.77040710185694,21.133866855748103,23.844106131941107
46,44.42966373743859,19.69573350890895,22.212384265373885
47,41.08892037302024,18.2576001620698,20.580662398806663
48,37.748177008601886,16.81946681523065,18.94894053223944
49,34.40743364418353,15.381333468391503,17.31721866567222
50,31.066690279765183,13.943200121552351,15.685496799104996
51,27.725946915346825,12.5050667747132,14.053774932537777
52,24.385203550928466,11.066933427874051,12.422053065970552
53,21.044460186510122,9.628800081034903,10.790331199403333
54,17.703716822091764,8.190666734195752,9.158609332836114
55,14.362973457673405,6.7525333873566,7.526887466268889
56,11.022230093255061,5.314400040517448,5.89516559970167
57,7.681486728836703,3.8762666936783035,4.263443733134444
58,4.340743364418344,2.4381333468391517,2.6317218665672257
59,1.0,1.0,1.0
