Time [s],P1 [kPa],P2 [kPa],P3 [kPa]
52.47,81.72324638779665,5.003229535172471,49.773525406755574
52.480000000000004,89.03684742967057,31.706203932264206,15.756947192767115
52.49,68.14943486901784,67.34816037003968,1.0024020954970512
52.5,32.58233177943997,88.83752557696126,15.08014110428806
52.51,5.3837848130355805,82.23756994731089,48.8786464439121
52.52,4.1946213591743415,51.81439159143567,80.49099083638147
52.53,29.79881679145401,17.291027775486366,89.41015996653033
52.54,65.59496321442624,1.067465756084915,69.8375739879104
52.550000000000004,88.35210754039724,13.683558336169355,34.46433420654442
52.56,83.28678992484286,46.96112243083931,6.252085418284396
52.57,53.67579588916514,79.29421878542767,3.529982856608827
52.58,18.748145150864353,89.67269994281953,28.079154419878325
52.59,1.2046941463946186,71.33979558750163,63.955512699668375
52.6,12.461254962445024,36.2023528364336,87.83639659408979
52.61,45.20979868007485,7.107789586945628,84.18241584977237
52.620000000000005,78.15171772735643,2.99043436772799,55.357849688576046
52.63,89.84489585140037,26.542386225920648,20.112716833914128
52.64,72.66524150640038,62.441545695244805,1.393210167944158
52.65,37.78891008247899,87.31067395436762,11.40041412668273
52.660000000000004,7.9321521806426665,84.94016054004639,43.62768805617701
52.67,2.5582221936436875,56.86196714967065,77.0798141637738
52.68,25.182908799318295,21.371531098310907,89.94556467643372
52.69,61.06265636060119,1.6140973088958759,73.82324961155061
52.7,86.79305721369965,10.488581175472257,39.21836208139769
52.71,85.57487790792588,42.21638505127533,8.708735017105823
52.72,58.19050373912158,76.0925449352466,2.216948752619426
52.730000000000004,22.513501978813537,89.99178203382225,23.994715169703053
52.74,1.8504245741572558,74.82301624039968,59.82656128200795
52.75,9.713937973310447,40.486572665513876,86.29949362665596
52.76,40.97641479129553,9.423295105089833,86.10029437424586
52.77,75.20186716150673,1.9517352049905563,59.34639974110897
52.78,89.9988349583499,22.971717786067142,23.52944644615901
52.79,75.67333889462999,58.73937355386626,2.087284979879062
52.800000000000004,41.59062168371994,85.84381611324272,9.065560178354668
52.81,10.063647764117523,86.52882193645853,39.907530773717866
52.82,1.749323438334801,60.33287884860852,74.41780100203482
52.83,22.10802072789165,24.411862543974568,89.98012130291302
52.84,57.80587384785459,2.3117878995568284,76.38234174054787
52.85,85.43785093621958,8.533617405663986,42.52853239828377
52.86,86.87145012770944,39.00898642705319,10.619561578597295
52.870000000000005,61.15320914367157,73.74859853592945,1.5981896988488749
52.88,25.154721259420025,89.94711565180741,21.39816206071625
52.89,2.513015720043234,76.95727122036274,57.02971492803825
52.9,8.109518531317974,43.299034566373905,85.09145106796016
52.910000000000004,38.279774119426854,11.082639163400259,87.13759107072958
52.92,73.20092876822696,1.4886103516974445,61.810463187688065
52.93,89.90939511496778,20.83731151686891,25.753292740423955
52.94,77.4043629582828,56.41361862897978,2.6820158909043075
52.95,43.901371499331134,84.81256894902839,7.786057423973318
52.96,11.4461940236705,87.33499091869727,37.7188153539991
52.97,1.412686002298161,62.30733503771362,72.77998211488334
52.980000000000004,20.421422569606932,26.203990293731483,89.87459170166014
52.99,55.95955877964379,2.811767243749317,77.72867757333105
53.0,84.60736150568553,7.557512623943251,44.33512675761485
53.01,87.46970494432527,37.32512016124367,11.705173116923696
53.02,62.64601774860384,72.48958457958659,1.3643950321757026
53.03,26.504239847261527,89.84839401196382,20.147365011420906
53.04,2.897127797759625,77.93399944073442,55.66887451899756
53.050000000000004,7.41970377603757,44.60009319330761,84.4802071458795
53.06,37.097913209146114,11.856080567009428,87.54601060996944
53.07,72.33231635543133,1.339613044690387,62.8280729900604
53.08,89.83459421300674,20.013016566130393,26.652388666551666
53.09,78.02279849998902,55.54236817277061,2.9348308264927203
53.1,44.69618863192195,84.43374852476434,7.370060682193677
53.11,11.896908462806099,87.5663767020074,37.036715076117076
53.120000000000005,1.3361024807245991,62.85435675183721,72.30954388383383
53.13,20.017314189177572,26.64764016315864,89.83505020915375
53.14,55.58038524773018,2.923466571596732,77.9961517989969
53.15,84.46895789880433,7.4076533002072145,44.62338971169575
53.160000000000004,87.5314871345508,37.14139140328922,11.827119694661164
53.17,62.72500263375161,72.42145370988857,1.3535410158930454
53.18,26.49001836991261,89.84968837766542,20.16029212411495
53.19,2.86345330198202,77.85372398290566,55.782824481893506
53.2,7.5331847909766525,44.3817107182965,84.5851086146025
53.21,37.41216996503669,11.6476386532719,87.440195759384
53.22,72.6670869596229,1.3935218082692051,62.439393590754335
53.230000000000004,89.87654586768588,20.44308053336255,26.18037300609321
53.24,77.59380686732726,56.149129377753006,2.7570612393496394
53.25,43.97122875988437,84.77976749749736,7.7490016119705665
53.26,11.360851715392666,87.289534067468,37.8496145241374
53.27,1.4595273816001397,61.996189963612174,73.04428583131538
53.28,20.867866005200778,25.72041322398828,89.91172533915031
53.29,56.678262106833806,2.6084246819529557,77.21331676631173
53.300000000000004,85.04880879150403,8.05906526378817,43.39212675518649
53.31,87.07477222196853,38.454565519959324,10.970660420265316
53.32,61.393413935453964,73.54964064901769,1.5569427907719557
53.33,25.112769962634058,89.9493902720091,21.437838740514408
53.34,2.423542485138936,76.70785195162281,57.36860745931747
53.35,8.46888669207466,42.644782312634916,85.3863351852885
53.36,39.22804969548119,10.482541655418057,86.78941297485231
53.370000000000005,74.1784401702478,1.6930381338214846,60.628523907618195
53.38,89.98180294737011,22.157098061353775,24.361098249807995
53.39,76.07181065539618,58.21785856414776,2.210328219160378
53.4,41.72990109514,85.78462318916947,8.985473684558212
53.410000000000004,9.903612830026752,86.42524308773675,40.1711445779648
53.42,1.876919693902051,59.69854743792317,74.92453619865378
53.43,23.030518178038356,23.470205745182316,89.99928065375676
53.44,59.22288863240509,1.9786422731445972,75.29847249480076
53.45,86.23409735687878,9.61723393473695,40.6486692954639
53.46,85.97244441895768,41.28480866998878,9.242744931275569
53.47,58.60027129172125,75.78021414497336,2.1195119826107724
53.480000000000004,22.446203596816815,89.99020133867721,24.063594252427883
53.49,1.740302548969635,74.38014632908373,60.37955326362982
53.5,10.373834007655885,39.40295075693057,86.72321953597559
53.51,42.56968200251929,8.510673759829205,85.41964845374851
